cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod,cep,bairro,ddd_1,telefone_1
59.175.017/0001-22,1,,02,20250129,4923002,RJ,2911,26381375,DO CARMO,21,64768988
59.175.029/0001-57,1,,02,20250129,9313100,SP,6717,13801350,ATERRADO,19,97711737
59.175.039/0001-92,1,,02,20250129,4637106,MG,4385,38550970,CENTRO,38,99155881
59.175.050/0001-52,1,,02,20250129,7319002,PE,2633,53700000,BOTAFOGO,81,85057662
59.175.062/0001-87,1,,02,20250129,5320201,BA,3849,41253350,SAO MARCOS,71,94094096
59.175.073/0001-67,1,,02,20250129,8211300,SP,6741,13260208,CLUBE DE CAMPO,11,45942343
59.175.084/0001-47,1,,02,20250129,9602501,RJ,6001,23036060,GUARATIBA,21,80540712
59.175.094/0001-82,1,,02,20250129,8130300,RS,7361,95925000,ZONA RURAL,51,95878814
59.175.105/0001-24,1,,08,20250129,8599699,RN,0430,59585000,SANTO CRISTO,84,91727872
59.175.116/0001-04,1,,08,20250129,5612100,SP,6291,13049012,JARDIM MONTE CRISTO/PARQUE OZIEL,19,82336556
59.175.128/0001-39,1,CAROL PARANHOS CONSULTORIA LTDA,02,20250129,7020400,MG,4123,30411156,PRADO,31,32200949
59.175.139/0001-19,1,,02,20250129,4789004,BA,3841,48330000,CENTRO,75,99865019
59.175.150/0001-89,1,,02,20250129,5612100,MG,4683,38303233,RESIDENCIAL PORTAL DOS IPES,34,97658324
59.175.163/0001-58,1,,02,20250129,8219999,SP,6885,19204414,JARDIM VANTINI III,18,96138720
59.175.176/0001-27,1,,02,20250129,4723700,SP,6311,11668000,JARAGUA,12,81150802
59.175.186/0001-62,1,LA VACA LECHERA DE SAN TELMO,02,20250129,4729602,PR,7563,85851000,CENTRO,45,91440509
59.175.197/0001-42,1,,08,20250129,8712300,RJ,5863,26525424,CENTRO,21,99170607
59.175.206/0001-03,1,PSICOLOGA MAYARA SOUZA,02,20250129,8650003,PR,7535,81200240,CAMPO COMPRIDO,41,96796578
59.175.218/0001-20,1,,02,20250129,8712300,SP,7145,18016180,PARQUE TRES MENINOS,15,91061332
59.175.229/0001-00,1,,02,20250129,4399103,DF,9701,71693215,JOAO CANDIDO (SAO SEBASTIAO),61,94370415
59.175.242/0001-69,1,GESTAO E QUITACAO RJ DE LICENCIAMENTO VEICULAR LTDA,03,20250129,8291100,CE,1559,62031330,JOSE EUCLIDES,85,99968744
59.175.252/0001-02,1,,02,20250129,8230001,DF,9701,71070100,GUARA II,61,91549664
59.175.263/0001-84,1,,02,20250129,4923002,RJ,6001,21832300,SENADOR CAMARA,21,23015961
59.175.276/0001-53,1,I M CORPORATION,02,20250129,7020400,PA,0427,66113000,TELÉGRAFO SEM FIO,91,81511915
59.175.288/0001-88,1,K B ANDRADE,02,20250129,8630503,SP,6189,18705370,PINHEIRO MACHADO,14,37319583
59.175.298/0001-13,1,,02,20250129,8230001,AC,0139,69901067,MORADA DO SOL,68,92260024
59.175.311/0001-34,1,,02,20250129,4930202,SE,3195,49163549,GUAJARA,79,88312918
59.175.322/0001-14,1,,08,20250129,8599699,SP,6589,12306061,JARDIM DAS INDUSTRIAS,12,99186673
59.175.335/0001-93,1,RJ VERDE FUTURO,02,20250129,0161002,PR,7777,84060894,CONTORNO,42,99000000
59.175.345/0001-29,1,,08,20250129,6550200,SP,7075,09750730,CENTRO,11,55792928
04.638.005/0002-86,2,MESSIAS MOTO DISTRIBUIDORA,02,20250129,4541202,SP,6477,07222040,CIDADE INDUSTRIAL SATELITE DE SAO PAULO,77,36742110
59.175.366/0001-44,1,,02,20250129,9602501,SP,7107,05568050,JARDIM SAO JORGE (RAPOSO TAVARES),11,73588258
59.175.378/0001-79,1,,02,20250129,4781400,RS,8785,99051030,SAO LUIZ GONZAGA,54,99218025
59.175.387/0001-60,1,MARMITARIA 107,02,20250129,5611201,MT,9763,78573000,SAO CRISTOVAO,65,96171932
59.175.396/0001-50,1,,08,20250129,3314720,SC,8297,89136000,GLORIA,47,99123677
59.175.407/0001-00,1,,02,20250129,3839499,PE,2531,51240215,IBURA,81,32228944
59.175.419/0001-27,1,BR COMPANY MANUTENCOES,02,20250129,6209100,SP,7107,01521010,CAMBUCI,11,82410769
59.175.431/0001-31,1,,02,20250129,4399103,RJ,5897,24725120,LARANJAL,21,74360761
59.175.442/0001-11,1,GMASTER ENGENHARIA,08,20250129,4322302,SP,7107,02312010,VILA NOVA MAZZEI,11,58743352
59.175.452/0001-57,1,MDJ SERVICOS MEDICOS LTDA,02,20250129,8630503,SC,8089,88802000,CENTRO,48,99953336
59.175.464/0001-81,1,DANIEL GESTAO E SOLUCOES,08,20250129,8219999,MG,5039,35640000,CENTRO,37,99651992
59.175.475/0001-61,1,,02,20250129,9602501,PR,7751,85501292,CENTRO,46,99049475
59.175.486/0001-41,1,,08,20250129,8599604,MG,4371,32340020,GLORIA,31,99163268
59.175.499/0001-10,1,,02,20250129,4759801,SP,7107,03281001,VILA EMA,11,63865959
59.175.511/0001-97,1,,02,20250129,9602502,SP,6511,13333040,VILA GEORGINA,19,84209125
59.175.522/0001-77,1,,02,20250129,9602501,SP,7107,02984020,JARDIM PIRITUBA,11,25980568
59.175.531/0001-68,1,,02,20220131,0151201,SP,7079,13577899,RURAL,16,92355409
59.175.537/0001-35,1,,02,20250129,4520001,RS,8687,99200000,INTERIOR,54,96436229
59.175.549/0001-60,1,,08,20250129,5620104,MG,4703,39480000,BOA ESPERANCA,61,99970278
59.175.559/0001-03,1,,02,20250129,6470101,SP,7107,05425020,PINHEIROS,11,30307111
59.175.571/0001-00,1,,02,20250129,8712300,SP,6619,13207230,VILA VIANELO,11,91246869
59.175.580/0001-09,1,,02,20250129,5229002,RO,0029,76940000,JEQUITIBA,69,84639517
59.175.592/0001-25,1,,08,20250129,4321500,SP,7107,08380190,JARDIM IGUATEMI,11,22533133
59.175.602/0001-22,1,,02,20250129,4321500,PR,7531,87650030,CRUZEIRO DO SUL,44,98515185
59.175.613/0001-02,1,,02,20250129,5320201,CE,1585,61921380,ALTO ALEGRE II,85,88488890
59.175.624/0001-92,1,,02,20250129,9609208,SC,8179,89237090,VILA NOVA,47,96884597
59.175.634/0001-28,1,,02,20250129,8599604,PA,0427,66110010,MARACANGALHA,91,89274172
59.175.645/0001-08,1,,08,20250129,8599605,GO,9373,74830350,SETOR PEDRO LUDOVICO,62,32559408
59.175.657/0001-32,1,MIQUEIAS FARIAS REPRESENTACOES,02,20250129,4619200,CE,1389,60192310,COCO,85,97435624
59.175.666/0001-23,1,,08,20250129,1091102,RJ,5833,25225450,CAMPOS ELISEOS,21,68227419
59.175.676/0001-69,1,GABRIELA TRES ARQUITETURA E INTERIORES,02,20250129,8219999,MT,9191,78635000,INDUSTRIAL I,66,99590908
59.175.688/0001-93,1,,08,20250129,8219999,SP,7107,04313210,VILA GUARANI (Z SUL),13,99143557
59.175.699/0001-73,1,,02,20250129,4665600,SP,6579,13313129,JARDIM PADRE BENTO,11,83140402
59.175.712/0001-94,1,,08,20250129,4930202,SP,6921,11720010,ANTARTICA,13,78147677
59.175.723/0001-74,1,,02,20250129,9602501,SP,7121,11335140,VILA MATEO BEI,13,81359309
59.175.734/0001-54,1,JP TRANSPORTES,02,20250129,4930202,AL,2785,57081520,TABULEIRO DO MARTINS,81,95366041
59.175.746/0001-89,1,B.C. SERVICOS VETERINARIOS,02,20250129,7500100,RS,8801,90870000,TERESOPOLIS,51,99999999
59.175.757/0001-69,1,,08,20250129,5212500,PR,7885,83050060,PARQUE DA FONTE,41,99770069
57.340.638/0001-99,1,,02,20240918,1412601,SP,7107,03012050,BRAS,11,85890643
59.175.780/0001-53,1,,08,20250129,5590699,PA,0427,66110120,MARACANGALHA,91,32555555
59.175.790/0001-99,1,,02,20250129,4712100,RS,8589,92442820,GUAJUVIRAS,51,95657871
59.175.801/0001-30,1,FIT NUTREM,02,20250129,4729699,SP,6251,12922730,CIDADE PLANEJADA II,11,40312620
59.175.812/0001-10,1,,02,20250129,8219999,MS,9063,79320230,AEROPORTO,67,91416142
59.175.821/0001-01,1,,08,20250129,5320201,RO,0007,76873126,SETOR 02,69,35363602
59.175.833/0001-36,1,,08,20250129,4772500,RJ,5869,26060105,FIGUEIRAS,21,98704276
59.175.846/0001-05,1,,02,20250129,5611201,AM,0253,69400450,APARECIDA,92,93598539
59.175.857/0001-95,1,,02,20250129,8211300,SC,8117,89110061,CENTRO,47,33321363
59.175.868/0001-75,1,,02,20250129,8599604,SP,7107,04140000,CHACARA INGLESA,11,21111111
59.175.879/0001-55,1,,08,20250129,9511800,AM,0249,69660000,SANTO ANTONIO,92,91333453
59.175.890/0001-15,1,,02,20250129,4120400,PR,7535,80020310,CENTRO,41,96917943
59.175.902/0001-01,1,,02,20250129,6204000,RS,8677,99900000,CENTRO,54,99857115
59.175.913/0001-91,1,,02,20250129,1091102,BA,3949,45690000,CENTRO,73,99218998
59.175.925/0001-16,1,,02,20250129,8650003,RS,8801,90440033,MOINHOS VENTO,16,36232373
59.175.937/0001-40,1,,02,20250129,4923002,RJ,6001,20921160,SAO CRISTOVAO,21,68306188
59.175.948/0001-20,1,,08,20250129,9602501,SP,6291,13020250,BOTAFOGO,19,99569316
59.175.959/0001-00,1,,08,20250129,4619200,SP,6921,11703450,TUPI,13,97298121
59.175.970/0001-70,1,,08,20250129,5590699,SC,5537,88215000,JOSE AMANDIO,55,81374608
59.175.983/0001-40,1,LUCIANA BASTOS PSICOLOGIA,02,20250129,8650003,SP,7107,01230001,SANTA CECILIA,31,93365498
59.175.995/0001-74,1,,02,20250129,4110700,SP,7115,11623223,JUQUEHY,12,35001133
59.176.004/0001-78,1,,02,20250129,1422300,RO,0003,76825098,ESPERANCA DA COMUNIDADE,69,92382401
59.176.015/0001-58,1,,02,20250129,4930201,SP,7107,04877190,CIDADE LUZ,11,50683197
59.176.025/0001-93,1,,02,20250129,8599699,MT,9185,78306165,JARDIM CIDADE ALTA,65,99320616
30.423.093/0002-09,2,,08,20220126,5320201,SC,8199,89300030,CENTRO II ALTO DE MAFRA,47,30123692
59.176.049/0001-42,1,,08,20250129,4712100,MG,4879,36955000,INVEJADA,28,99071342
59.176.061/0001-57,1,,02,20250129,6204000,SP,7107,04708040,SANTO AMARO,41,97880145
59.176.072/0001-37,1,,02,20250129,0161002,SP,6291,13051136,JARDIM DAS BANDEIRAS,19,0
59.176.080/0001-83,1,,02,20240901,0134200,SP,6275,13770000,FUMACA,19,36631157
59.176.088/0001-40,1,,02,20250129,5320201,SP,7157,06786250,VILA INDIANA,11,28921823
59.176.100/0001-16,1,ELITE MD EMPREITEIRA,02,20250129,4120400,SP,7107,05846390,JARDIM CASABLANCA,11,99999999
59.176.111/0001-04,1,,02,20250129,5620104,SP,7225,13274420,JARDIM PINHEIROS,19,71126162
59.176.124/0001-75,1,,02,20250129,4399103,SP,6635,13617649,JARDIM ELOISA,19,99412663
59.176.134/0001-00,1,,02,20250129,9602501,SP,2965,11256130,RIO DA PRAIA,13,97712747
59.176.143/0001-00,1,,02,20250129,7319002,MT,9907,78898314,NOVO HORIZONTE II,66,96454155
59.176.153/0001-37,1,,02,20250129,6911701,BA,3595,46880000,INDEPENDENTE,71,88230774
59.176.167/0001-50,1,,02,20250129,8593700,MG,5387,37189050,ALCIDES MESQUITA,35,98802714
59.176.181/0001-54,1,,02,20250129,4783102,SP,7107,04408000,AMERICANOPOLIS,11,55654534
59.176.191/0001-90,1,,02,20250129,3101200,SP,7157,06773080,JARDIM SUINA,11,58427452
59.176.202/0001-31,1,,02,20250129,8630503,MG,4559,39740000,MANGUEIRAS II,37,34491877
59.176.213/0001-11,1,,02,20250129,7729202,SP,7053,14270000,JARDIM GURILANDIA,16,93397833
59.176.225/0001-46,1,,08,20250129,5620104,PA,0443,68700525,OLIVEIRA BRITO,91,81430884
59.176.235/0001-81,1,,02,20250129,7319002,SP,7075,09725120,VILA GONCALVES,11,98192154
59.176.246/0001-61,1,BARATAO CONSERTO,02,20250129,9512600,BA,3957,45400000,URBIS,75,98742458
59.176.258/0001-96,1,,02,20250129,9512600,MA,0889,65110001,CENTRO,98,91269212
59.176.270/0001-09,1,,02,20250129,4399103,PA,0427,66640525,MANGUEIRAO,91,98090883
59.176.280/0001-36,1,,02,20250129,8630503,MG,5403,38405307,UMUARAMA,34,92818233
59.176.290/0001-71,1,,02,20250129,8599603,SP,6213,06418060,JARDIM GRAZIELA,11,97365453
59.176.301/0001-13,1,,02,20250129,5611204,PA,0441,68400000,ALDEIA,91,92780967
59.176.315/0001-37,1,,08,20250129,4330404,PR,7535,80630200,AGUA VERDE,41,95309498
59.176.326/0001-17,1,,02,20250129,9609207,SC,8105,88058450,INGLESES DO RIO VERMELHO,48,88016582
59.176.336/0001-52,1,,02,20250129,4772500,MG,4895,34003090,CHACARA DOS CRISTAIS,31,94433833
59.176.348/0001-87,1,COMERCIAL AMERICA ATACADO,02,20250129,4712100,AM,0249,69660000,CENTRO,97,91483929
59.176.359/0001-67,1,,08,20250129,4930201,PR,7563,85862433,TRES LAGOAS,45,84059009
59.176.371/0001-71,1,SHADDAY LOGISTICA,02,20250129,7490104,DF,9701,70070040,ASA SUL,61,92109255
59.176.381/0001-07,1,,08,20250129,5229099,PR,7563,85862160,TRES BANDEIRAS,45,99507719
59.176.393/0001-31,1,,08,20250129,8219999,SP,7099,12236495,JARDIM SUL,12,96424049
59.176.402/0001-94,1,,02,20250129,4923002,ES,5625,29151360,ITAQUARI,27,97513296
59.069.812/0001-36,1,,02,20250123,5611201,SE,3105,49040500,INACIO BARBOSA,81,97170056
59.176.424/0001-54,1,,02,20250129,7721700,AL,2785,57045832,OURO PRETO,82,91714848
59.176.434/0001-90,1,,02,20250129,4930201,PR,7535,82510020,BACACHERI,41,95157812
59.176.445/0001-70,1,,02,20250129,4772500,RJ,5875,23970000,ILHA DAS COBRAS,24,98689817
88.665.674/0008-22,2,,02,20250129,5611203,RS,8669,95720000,CENTRO,54,32266002
59.176.462/0001-07,1,,02,20250129,8599699,SC,8163,88220000,MEIA PRAIA,47,99160617
59.176.473/0001-97,1,,02,20250129,4399103,SC,8199,89302635,RESTINGA,47,99337124
59.176.483/0001-22,1,,02,20250129,9602501,PR,7535,80420030,BATEL,41,87788318
59.176.496/0001-00,1,,02,20250129,3329501,RJ,5901,25550520,PARQUE ALIAN,21,80168076
59.176.508/0001-98,1,,02,20250129,4330404,RJ,6001,22795230,RECREIO DOS BANDEIRANTES,21,90402327
59.176.517/0001-89,1,,02,20250129,9602501,SP,7107,03245020,JARDIM PANORAMA (ZONA LESTE),12,81718830
59.176.526/0001-70,1,,02,20250129,4741500,SP,6543,11746692,BELAS ARTES,13,97071785
59.176.538/0001-02,1,,02,20250129,0151201,SP,6327,15899899,FAZENDA SAPE,17,81062472
59.176.550/0001-09,1,,02,20250129,4781400,SC,8175,89266310,TRES RIOS DO NORTE,47,99348486
59.176.562/0001-33,1,,08,20250129,4930202,SP,6969,14060673,RESIDENCIAL DAS AMERICAS,16,92192791
59.176.571/0001-24,1,,08,20250129,8599699,RJ,6001,22030001,COPACABANA,21,25834524
59.176.581/0001-60,1,,08,20250129,4782202,MG,5403,38412422,JARDIM CANAA,34,96682494
59.176.593/0001-94,1,ESPACO ROSY PRESENTES,02,20250129,4772500,SP,6715,13848841,JARDIM CANAA II,19,89401281
46.643.569/0001-76,1,,02,20220602,4929901,PR,7535,81130260,CAPAO RASO,41,88853160
59.176.612/0001-82,1,,08,20250129,5229099,MG,5401,38038264,RESIDENCIAL JARDIM ANATE II,34,91898895
59.176.622/0001-18,1,M.A. SERVICOS E CONSULTORIA,02,20250129,4619200,ES,5699,29170043,NOVA CARAPINA I,27,21412508
59.176.634/0001-42,1,VITRINE EMPREENDIMENTOS,02,20250129,4120400,BA,3965,45075000,IBIRAPUERA,77,88395020
59.176.648/0001-66,1,,02,20250129,9602501,RJ,6001,22641506,ITANHANGA,21,72378941
59.176.661/0001-15,1,,02,20250129,7319002,RO,0003,76825018,ESPERANCA DA COMUNIDADE,69,84413777
59.176.672/0001-03,1,,02,20250129,9602501,SP,7121,11365410,VILA JOCKEI CLUBE,13,97081957
59.176.682/0001-30,1,,02,20250129,5620101,RJ,6001,21046180,MARE,21,35784563
59.176.694/0001-65,1,,02,20250129,5611203,RJ,5897,24743780,JOQUEI CLUBE,21,99371407
59.176.705/0001-07,1,,08,20250129,5229099,SC,8219,88830000,NASPOLINE,92,91653871
59.176.716/0001-97,1,MEDCARE SANTA RITA,02,20250129,4120400,MG,5049,37553154,ALTAVILLE,35,34215032
59.176.728/0001-11,1,,02,20250129,8630503,CE,1389,60050070,CENTRO,85,21815832
59.176.740/0001-26,1,,08,20250129,5229099,SP,7107,02227310,JARDIM BRASIL (ZONA NORTE),11,98839945
59.176.751/0001-06,1,,02,20250129,4322301,RN,1837,59293129,JARDINS,84,92159257
59.176.760/0001-05,1,REIS ODONTOLOGIA ESPECIALIZADA,02,20250129,8630504,MG,5427,36570087,CENTRO,31,38911589
59.176.772/0001-21,1,,02,20250129,7319002,TO,9615,77320000,CENTRO,63,92955508
59.176.786/0001-45,1,,08,20250129,4923002,CE,1373,61602435,ITAMBE,85,85293386
59.176.795/0001-36,1,,08,20250129,5611203,SP,6789,06266420,JARDIM BONANCA,11,44764331
59.176.808/0001-77,1,,08,20250129,5320201,DF,9701,72592203,RESIDENCIAL SANTOS DUMONT (SANTA MARIA),61,95621143
59.176.819/0001-57,1,,02,20250129,4752100,SP,7107,03572020,JARDIM SANTA TEREZINHA (ZONA LESTE),11,93269454
59.176.830/0001-17,1,,02,20250129,7319002,MG,4445,35500007,CENTRO,31,33714611
59.176.841/0001-05,1,,08,20250129,4923002,SP,6875,13412216,SANTA TEREZINHA,19,98831553
59.176.855/0001-10,1,,02,20250129,4520005,SP,6249,18618006,JARDIM NOSSA SENHORA DAS GRACAS (RUBIAO JUNIOR),14,98538708
59.176.866/0001-09,1,,02,20250129,4781400,RS,8729,95900612,FLORESTAL,51,96227074
59.176.877/0001-80,1,,02,20250129,4729602,RS,8809,97560000,CENTRO,55,84491535
59.176.888/0001-60,1,,02,20250129,1412602,RS,8801,91790750,RESTINGA,51,99662387
59.176.902/0001-26,1,,02,20250129,2539001,SP,6563,08595570,JARDIM DO VALE,11,92073506
59.176.914/0001-50,1,,02,20250129,4781400,SC,8241,88490000,PENHA,45,88237178
59.176.922/0001-05,1,,02,20250129,4930202,SP,7149,13178848,JARDIM DOS IPES,0,0
59.176.932/0001-32,1,BILINGUE TECH,02,20250129,7490101,RS,5757,92480000,FLORESTA,51,94307215
59.176.945/0001-01,1,,02,20250129,4782201,SP,6229,16204194,NOVO PARQUE SAO VICENTE,99,99999999
59.176.954/0001-00,1,,02,20250129,4530703,SC,8171,88950000,JARDIM NICOLAU,48,96114367
53.016.371/0001-28,1,,08,20231127,1052000,ES,5715,29970000,CRISTAL DO NORTE,27,95072631
59.176.973/0001-29,1,,08,20250129,5320201,MS,9051,79096798,RESIDENCIAL JOAO ALBERTO A DOS SANTOS,67,91278934
59.176.984/0001-09,1,,08,20250129,5611201,DF,9701,72547501,SANTA MARIA,61,83456597
59.176.996/0001-33,1,,02,20250129,4321500,PA,0427,66625670,CABANAGEM,91,80404926
59.177.005/0001-37,1,,02,20250129,7911200,PE,2531,50920340,TEJIPIO,81,92716911
59.177.019/0001-50,1,,02,20250129,7319002,MG,5139,39560000,SANTO ANTONIO,38,88183564
59.177.031/0001-65,1,,02,20250129,5320201,SP,6131,13474383,RESIDENCIAL VALE DAS NOGUEIRAS,19,95668752
59.177.042/0001-45,1,,02,20250129,5320202,SP,7107,05140120,CHACARA INGLESA,11,39487787
59.177.053/0001-25,1,,02,20250129,4723700,MG,4123,30570120,MARAJO,31,83996467
59.177.066/0001-02,1,SUELI & MARCIO CLINICA DE PSICOLOGIA,02,20250129,8650003,SP,7099,12236500,CIDADE MORUMBI,12,88780539
59.177.077/0001-84,1,,02,20250129,5811500,RS,8801,90050140,CIDADE BAIXA,51,93241772
59.177.087/0001-10,1,,02,20250129,9602502,SP,7107,02987060,PARQUE TAIPAS,75,99938819
59.177.100/0001-30,1,FDA CONSULTORIA TREINAMENTO E BI EMPRESARIAL LTDA,02,20250129,8599604,SC,8357,89093872,PADRE MARTINHO STEIN,47,88692589
59.177.111/0001-10,1,,02,20250129,4712100,PE,2531,52390480,PASSARINHO,81,88382498
59.177.126/0001-89,1,,02,20250129,8130300,SC,8179,89226566,JARDIM PARAISO,47,47997375
59.177.136/0001-14,1,,02,20250129,4729699,MT,0097,78643000,SETOR E,66,96361072
59.177.149/0001-93,1,,08,20250129,5611201,AP,0671,68997000,CENTRO,96,84301083
59.177.160/0001-53,1,,02,20250129,5212500,CE,1389,60873000,PARQUE SANTA MARIA,85,96972847
59.177.171/0001-33,1,,02,20250129,5320201,DF,9701,71065040,GUARA II,61,33812094
59.177.181/0001-79,1,,08,20250129,4930201,CE,1585,61932540,PAJUCARA,85,21541355
59.177.192/0001-59,1,,02,20250129,9700500,RS,8791,96010620,CENTRO,53,81058756
59.177.203/0001-09,1,,02,20250129,5612100,RJ,6003,27580000,JARDIM ITATIAIA,22,99918961
59.177.214/0001-80,1,,02,20250129,4930202,CE,1513,63280000,CENTRO,88,88833483
59.177.226/0001-05,1,,02,20250129,9602501,SP,7107,05170320,VILA BOACAVA,11,77290935
59.177.235/0001-04,1,,02,20250129,4923002,PE,2531,50710001,TORRE,81,86554857
59.177.245/0001-31,1,A L DO BRASIL,02,20250129,4120400,GO,9373,74303410,SET SUDOESTE,62,81471114
45.161.084/0001-83,1,,08,20220204,4330404,RS,8633,95960000,LAJEADINHO,51,93653731
59.177.266/0001-57,1,,02,20250129,9602501,RJ,6001,21941794,GALEAO,21,64691253
59.177.280/0001-50,1,,02,20250129,5620104,SP,6969,14030180,VILA VIRGINIA,16,81153619
59.177.289/0001-61,1,,08,20250129,4723700,PB,1937,58112295,MARIO ANDREAZZA,83,87975452
59.177.299/0001-05,1,LEILA OLIVEIRA STORES,02,20250129,7319002,MG,5371,39803504,FUNCIONARIOS,33,88033826
59.177.310/0001-29,1,,08,20250129,5912099,RS,5785,95588000,CENTRO,51,85441171
59.177.320/0001-64,1,,08,20250129,5812301,RJ,6001,22011001,COPACABANA,21,99156318
59.177.331/0001-44,1,,02,20250129,4399103,ES,5703,29124004,CIDADE DA BARRA,27,99341752
58.682.701/0001-38,1,,08,20250108,5229099,RJ,5903,28948180,JARDIM MORADA DA ALDEIA,22,26254950
59.177.350/0001-70,1,,02,20250129,9329804,RS,8801,90460030,PETROPOLIS,51,99977664
55.170.478/0001-51,1,,08,20240517,8712300,MA,0921,65068820,PARQUE VITORIA,98,88489139
59.177.372/0001-30,1,,08,20250129,8599699,RJ,6001,22211230,GLORIA,21,33811705
59.177.385/0001-00,1,,08,20250129,4789001,SP,7145,18085470,JARDIM LEOCADIA,15,32665588
44.225.095/0001-17,1,,02,20211112,8610102,MG,4037,37940000,JARDIM DO TREVO,35,35231091
59.177.406/0001-97,1,,02,20250129,9521500,CE,1389,60841150,MESSEJANA,0,0
59.177.418/0001-11,1,,02,20250129,2539001,SC,8047,89069270,ITOUPAVA CENTRAL,47,89068028
59.177.430/0001-26,1,,02,20250129,4330403,SP,7107,04965150,JARDIM VERA CRUZ(ZONA SUL),11,66972519
59.177.439/0001-37,1,,02,20250129,8599604,GO,9445,72803050,SANTA LUZIA,61,96293320
59.177.452/0001-96,1,SOVNGARDE FORGE,02,20250129,6204000,SP,7107,01310914,BELA VISTA,41,97880145
59.177.460/0001-32,1,,02,20250129,4930202,SP,7107,02366001,JARDIM FRANCISCO MENDES,11,39719455
59.177.470/0001-78,1,,02,20250129,5611201,RJ,5819,28051040,PARQUE CAJU,22,20308000
59.177.476/0001-45,1,,02,20250129,4322303,SP,7107,02312020,VILA NOVA MAZZEI,11,29913243
59.177.489/0001-14,1,,02,20250129,5620104,RJ,6001,20230170,CENTRO,21,22240379
16.404.287/1008-85,2,,02,20250129,0210107,MG,4753,36980000,ZONA RURAL,11,36365000
59.177.510/0001-81,1,,02,20250129,4543900,RS,8785,99072440,VILA LUIZA,54,99827699
59.177.522/0001-06,1,,02,20250129,4752100,RJ,6001,22785092,VARGEM GRANDE,21,65108996
59.177.533/0001-96,1,,02,20250129,8219999,SP,7077,09541000,SANTO ANTONIO,11,42219201
59.177.544/0001-76,1,,02,20250129,8219999,PA,0427,66615372,MARAMBAIA,91,84674979
59.177.555/0001-56,1,,02,20250129,4772500,RJ,6001,23585086,PACIENCIA,21,68921314
59.177.565/0001-91,1,,08,20250129,5320201,RJ,5871,26600000,CENTRO,21,93832191
59.177.579/0001-05,1,PEDRO MOVEIS ARTESANATOS,02,20250129,4754701,SP,6477,07175330,JARDIM DO TRIUNFO,73,98090444
59.177.591/0001-10,1,,02,20250129,7319002,PR,7691,87013000,ZONA 01,44,88148731
59.177.603/0001-06,1,ANA TERRA CAFE,02,20250129,4621400,SC,8089,88801430,CENTRO,48,34135900
59.177.613/0001-41,1,,08,20250129,7319002,SP,7057,09181720,VILA ELDIZIA,11,25343102
59.177.625/0001-76,1,,08,20250129,9700500,SC,8105,88047600,CARIANOS,48,88037638
59.177.637/0001-09,1,,02,20250129,6202300,CE,1389,60175705,PAPICU,85,98705315
59.177.649/0001-25,1,,02,20250129,4789099,SC,8367,88706210,PASSO DO GADO,48,88174404
59.177.660/0001-95,1,,02,20250129,3329501,RS,8791,96060150,TRES VENDAS,53,32734084
53.520.749/0001-26,1,,02,20240116,6470101,SP,7107,01310930,BELA VISTA,11,31757575
59.177.681/0001-00,1,,02,20250129,8219999,SP,6271,12282350,VILA RESENDE,12,33547901
59.177.693/0001-35,1,SOLVEO,02,20250129,7020400,BA,3685,42705370,VILA PRAIANA,71,97355958
59.177.703/0001-32,1,,02,20250129,5320201,SP,6897,08555050,VILA SANTA LUIZA,11,0
59.177.714/0001-12,1,,02,20250129,5912099,CE,1389,60540664,GRANJA PORTUGAL,85,81201185
59.177.727/0001-91,1,RONCADOR MEGA MOTOS,02,20250129,4541206,MT,9035,78603280,LOTEAMENTO UNIAO,66,92317858
59.177.738/0001-71,1,,02,20250129,8599699,AP,0615,68925144,HOSPITALIDADE,96,81156946
59.177.749/0001-51,1,,02,20250129,1091102,SP,6607,17204281,JARDIM SANZOVO,14,35499087
59.177.762/0001-00,1,PROLAR,02,20250129,2330302,SC,8051,88295000,SALTO DE AGUAS NEGRAS,47,84311024
59.177.775/0001-80,1,SOVRAN A.I.,02,20250129,6462000,EX,9707,,LONDRES,0000,00000000
59.177.786/0001-60,1,,08,20250129,8219999,PR,7535,80020000,CENTRO,62,86355680
59.177.797/0001-40,1,,02,20250129,8599604,BA,3981,44655000,CENTRO,75,81205578
59.177.807/0001-47,1,,02,20250129,4930201,MG,5351,36930000,SAO GERALDO,33,33363020
59.177.819/0001-71,1,,08,20250129,4782202,SP,7107,02258000,VILA CONSTANCA,11,23086244
59.177.829/0001-07,1,,02,20250129,9602502,SC,8175,89257500,JOAO PESSOA,11,94491163
59.177.838/0001-06,1,,02,20250129,1412602,SP,6891,14755544,JARDIM VENEZA,16,93350843
59.177.849/0001-88,1,COOPAVALE,02,20250129,4631100,CE,1371,63595000,CENTRO,88,81090455
59.177.860/0001-48,1,LIONS HUB,08,20250129,4789099,PR,7885,83020250,ITÁLIA,41,95920519
59.177.870/0001-83,1,,08,20250129,4783101,ES,5705,29090250,JARDIM CAMBURI,27,97892791
59.177.882/0001-08,1,,08,20250129,1412602,SP,7057,09139040,CATA PRETA,11,76261867
59.177.892/0001-43,1,,08,20250129,4781400,SP,6213,06414007,JARDIM TUPANCI,11,97177933
